"content","sentiment"
"efesien","1"
"tiap bayar ko cek koneksi terus padahal butuh banget","0"
"terlalu mahal km doang bayar rb kentoddd","0"
"bantu skli","1"
"bantu banget","1"
"goto","1"
"buat kalian c gojek pindah aja apk belah yg banyak promo nya apk ny bagus banyak","0"
"kalo mesen gofood lama banget nyari driver nya layan nya ga gesit dulu","0"
"joss go go go gojek bal","1"
"dong pihak gojek mudah upgrade gopay plus udah coba berapa kali tetep gabisa mohon mudah","0"
"aneh gopaylater blokir padahal ngga pernah make ngga pinjam kalau selalu bayar aplikasi sering lag","0"
"mudah aman nyaman","1"
"bawa motor apik tdk ngebut sedang","1"
"goodlah","1"
"tampil qr code laku bayar pesan hubung internet hubung macam mana kuota banyak kok","0"
"maap bos ganggu aku mau nanya aku gk trasfer gopay bank bos","1"
"oke punya","1"
"sangat bantu jalan alam","1"
"baik","1"
"halo mimin lapor salah blokir akun gopay akun gopay kena blokir sengaja sistem akun gopay buka mula sistem gopay nyata akun langgar syarat gopay padahal langgar syarat gopay tlong min baik","0"
"ok","1"
"mantap","1"
"makin banyak promo sekarang dapet kode promo gojekinasyu makin banyak deh promonya makasih gojek","1"
"sangat bantu","1"
"bagus app nyamakin banyak promo diskon","1"
"good","1"
"pesan gofod sekarang muncul pilih masuk voucher cek out padahal guna aplikasi baru","1"
"mudah urus","1"
"saham otw","0"
"mau nyari makan aja susah keburu mati lapar cog panteq","0"
"good job","1"
"suka aplikasi mudah","1"
"lima tahun lebih guna gojek nan jalan mana tuju aman ribet cari kendara membutuhkannys bawa sepeda motor","1"
"gampang guna sangat bantu andal bgt banyak fitur baru jg jd tambah nyaman ngerasa aman gunain aplikasi","1"
"aplikasi buruk sekali","0"
"sangat ramah","1"
"aja lah","1"
"mantap","1"
"bagus banget","1"
"iklan lu ngeselin","0"
"jgn pernah pke akun gopaylatter salah besar akun d salah guna org lainpenagihan tnpa batastanpa terima ala apapunsmntara denda ttp jalan","0"
"bantu sekali","1"
"kecewa costumer milih gojek biar ribet eh malah jadi ribet pake tawar tawar balik deh maxim","0"
"bagus aj sih no ribet ribet","1"
"sangat bantu kalo dadak","1"
"mantapp","1"
"iyah goood","1"
"ramah cantiiik baiiik masya alloh mantap luar biasa","1"
"assalamualaikum selamat sore pihak gojek mesti beri sanksi buat driver atas nama riyadi saputra bwar tadi sore order tumpang sikap sopan dengen colek paha sengaja duduk mepet arah tumpang cewek rupa adik kerja tanggerang kalo tanggepan pihak gojekterkait coba lapor kan grup terima kasih","0"
"payah goto alias gojek tololmasa ongkir y kgk bener ngaco klw lihat dr mapa bego tuh goto","0"
"ga masukin pin selalu wah banyak coba ga bisaaaaa","0"
"ok","0"
"sangat senang ada aplikasi gojek banyak bantu masyarakat beri mudah semua jalan","1"
"tak buka apk cuma tampil logo halaman depan doang","0"
"praktis","1"
"sekarang mau beli pulsa lewat gopay later komen","1"
"gak ngotak sekarang kalau kasih tarif gilak mahal banget","0"
"biaya layan besar kali belanja k ongkos nya k dapat driver tetap k","0"
"aka","1"
"beli pulsa telpon bayar pakai gopaylater jawab","1"
"parah kali bah didonload gk buka kirik","0"
"semua driver sedang menang","0"
"eror trs","0"
"ok","1"
"toppppp","1"
"aplikasi karya anak bangsa sangat bantu perlu walaupun betul jarang pakai butuh sangat bantu tinggal tingkat layan kualitas nya","1"
"kok sekarang gojek susah nya dah sya msukin alamat tpi ttp ga b gmn sih","0"
"bonus dikit","0"
"selalu bantu ongkir lebih murah armada","1"
"pesan online aplikasi ongkir rb driver cuma","0"
"bagus","1"
"mantap","1"
"lama bagusterimakasih moga update bagus","1"
"makan sesuai pesan rasa mantap waktu tepat driver yg pilih selalu akurat","1"
"ok","1"
"lelet","0"
"mengecewakandalam layan","1"
"bantu sangat aktivitas banget gaes","1"
"drivernya makin kesini makin kesana","0"
"nga jelas nga responenak aja bilang dqta ktp nga sesuai dukcapilsistem yg nga bener","0"
"mudah segala urus butuh","1"
"bagus awal awal nya ragu ragu pakai gojek lama lama bagus buat kaum mageran bolak balik kek aku","1"
"sangat bantu","1"
"sangat guna simple banyak diskon","1"
"suka banget sama apk gojek fiturnya mudah terus nentuin titik lokasi tepat","1"
"keren","1"
"sangat naik","1"
"nilai bintang kurang pilih pa apk padana lebih baik bayar kalau depo gede takut nyakut","0"
"olll o yl bpkkkkkok","1"
"gk dibutuhin cepat jarak drivernya jauh ambil paket","0"
"jelek gk download","0"
"saldo gopay sdh potong isi paket data dr jam sekarang masuk","0"
"lama","1"
"gimnasi gojek sekarang bikin langgan banyak keluar duit yg d mapas dekat ko malah jauh","0"
"sangat bantu giat lama ga bawa kendara","1"
"akun gopaylaternya bayar kan tagih baru pake kali transaksi langsung beku hubung c nya via instagaramvia facebookvia aplikasivia email serta foto terang nomor hp jawab yg muas","0"
"mantap","1"
"lama guna selalu puassemua layan okey","1"
"knp paylater utk byar pulsa tiada padahal sangat bantu aplgi buat sy yg suka beli pls pake paylater","0"
"ok","1"
"terima kasih banyak atas layan mass","1"
"recommended lah","1"
"makin susah guna loading aja terus","0"
"payah","0"
"good","1"
"iklan tolol","0"
"aplikasi sangat bantu","1"
"sangat bantu","1"
"terus tingkat","1"
"aplikasi nya manfaat mudah bayar","1"
"moga tetap jaya terus kembang penuh butuh masyarakat jadi buah aplikasi penuh butuh masyarakat transportasi akantapi butuh lain perban finance bagai","1"
"mudahnyamanaman","1"
"tepat waktu harga jangkau","1"
"sangat bantu sekali","1"
"minta hilang pesan mode hemat sangat rugi lebih dr jam makan makan dingin kurang nikmat parah banget mode hemat","0"
"jos","1"
"aplikasi jelek susah banget buat masuk akun sendiri tutup aja lah infoin infoin pindah aja maxxim lebih mudah gak ribet","0"
"baik aplikasi nya moga layan tambah mudah promo dibanyakin dapet iklan ongkir gratis hehe","1"
"aplikasi buat indonesia yg sdh menduniabagus lebih tingkat lg promo dr gojek","1"
"gopaylatter belum guna sekarang malah ga asuu semenjak ganti pt","0"
"usul kembang gojek tambah optionsetingan muslim optionpilihan apabila aktif fungsi tumpang pria layan driver pria tumpang wanita ketemudilayani driver wanita tumpang suka aturanoption tinggal nonaktif ting muslim kurang tolak ulama malaysia gojek expansi usaha sana sana muslim sangat taat","0"
"harga ongkir biaya layan terlalu mahal lebih murah bagus pakai grab","0"
"aplikasi sangat cocok jasa antar map lokasi sesuai titik akurat lbh ikat waktu jalan","1"
"sangat bantu","1"
"bagusss cepat selamat tempat tuju","1"
"good","1"
"aplikasi eror home hpngak aplikasi gojek","0"
"aplikasi map titik lokasi sering tdk sesuai dengn alamat yg ain yg sebab miskomunikasi user driver","1"
"mantap","1"
"bagus","1"
"masukin alamat gak ketemu padahal google map app belah sini ala alamat temu putuskoneksila blablabla aneh","0"
"bagus bgt aplikasi nya","1"
"bolak balik tiap hari kirim suruh pakai pelerlater udah bilang gak mau maassiihhh aja kirim situ guaoblok dungu idiot sih","0"
"gojek skrg mahal ga karuan beda puluh ribu ama yg belah","0"
"bagus jadi mudah gojek","1"
"good","1"
"ongkir nya murahin dong kaya shopee","0"
"sarang beo deh inti lop lop","1"
"sangat bantu","1"
"gojek benar aplikasi transportasi sangat bantu sayang chat gojek udah gak kirim foto jadi ribet kalau mau gosend perlu minta wa ojolnya dulu biar pak ojolnya gak kesasar enak gojek ngirim foto jadi customer gak perlu chat luar aplikasi","0"
"kereen dah","1"
"sering error","1"
"sangat bantu sekali sangat cepat mudah dapat","1"
"mantap","1"
"dulu neng banget transfer bank bri ko sekarang gak transfer bri connect dong sm bri nya","1"
"bintang turuninkarna ngga upgradedisuruh upgrade ops kendala nichsampe bosen baca notifnya","0"
"sangat bantu","1"
"sekarang bnyk bgt iklan gojek muncul tiba layar hp ganggu bgt","0"
"cepat layan drevernya cepat respon","1"
"gak masuk","0"
"sering ganggu lambat ganggu terus aplikasi","0"
"bagus sangat bantu","1"
"mantap","1"
"belanja makan mudah pakai go food","1"
"seru io bhng kkk ih tu oj hmpir l lo c","1"
"aplikasi error","0"
"senang","1"
"kalo promo bintang jangan promo bikin driver susah","1"
"mantap","1"
"hatihati gunain gopaylater utama jasa mab nya jadi korban tagih gaib","0"
"bravoooooooooo gojek","1"
"top","1"
"oke lah","1"
"lllpo","0"
"mengupgrade full service padahal ktp lengkap udah dukcapil aman semua kok tetap ga ala sesuai sih eror nih apknya kaya developer","0"
"mudah guna","1"
"ribet banget sekarang pake gosendnya ga jelas mau cepat malah makin lama","0"
"ok","1"
"driver nya ngecansel mlu minimal klo ga ngntr tumpang knp hrus cancell wkwk","0"
"oke","1"
"layan driver maupun developersangat burukmasa sen gojek terus driver udh sampebaru nunggu ga sampe menit driver udh marah gajelas nunggu lamaterus kata cancelin ajapadahal kan bata tunggu menit kalo lebih dendalagian bayar denda","0"
"costomer jangan kasih bintang enak aja bagus order pickup rating jelek sama sekali ratingpunya hati kerja hidup keluarga","1"
"mantap","1"
"mantap","1"
"siiip","1"
"tanya tdk bayar uang cash ja sblm hp ku rusak stlh dperbaiki ku download kok dbayar dg gopay malah ribet n lama male pdhl dulu lagan lo","0"
"bagus","1"
"ok","1"
"fast resposnse","1"
"banget","1"
"terima kasih gojek","1"
"aplikasi rugi waktu mulai mesan ga dapet dapet sekali dapet cencel pake bilang argonya kurang masuk buat jam gin evaluasi drivernya kalau ga niat narik jangan bikin akun","0"
"gambar peta ganti sama gambar gak jelas","0"
"sangat bagus bantu","1"
"jauh cukup baik gocar selalu minta tambah sesuai aplikasi ala","1"
"okeeeh","1"
"bagus lanjut","1"
"seringsering promo trs jgn mahal ongkos","1"
"good job","1"
"mantap","1"
"dapet driver nya banyak jauh padahal driver dekat banyak","1"
"makin mahal ongkirnya","1"
"good lah","1"
"susah driver kalo dapet jarak jauh","0"
"ok","1"
"lumayan bantu cuma sedia no costumer servis","1"
"asa harga makin naik terus go ride diskon awal makin lama makin turun jadi apa jangkau tambah makin mahal bangett percuma dong go club udah lvl tinggi banget diskon goride nya engga kyak nya ulas sini gk dipeduliin deh","0"
"ok","1"
"lancar tenang","1"
"oke rekomendasi teman teman sangat mrmbantu","1"
"aja gopay pinjam","1"
"banyak ngamen lu jek plastik apa apalaah lama male mesen makan apk elu","0"
"gy bu","1"
"so far so good terkadang mobil bangku robek ac dingin supir baik motor maupun mobil terkadang banyak ramah","1"
"sangat bantu","1"
"skrg gojek mahal banget mana ongkir nya cuma dikit diskon dikit huft","0"
"harga nya sesuai ongkos nya nya","0"
"titik alamat kurang pa","1"
"mau daptar gojek cara mohon bantu nya terima kasih","1"
"baik sopan","1"
"aplikasi geblek paylater ga pakai terus mau ngapain paylaternya saldo ga apa in tolol bet","0"
"mantab dachgojek tetap jaya sukses selalutuk dapat layan yg lebih baik lagikereeeeeeeeeen dach gk nya buat gojek mahasli top banget dach","1"
"makin sering guna diskon makin kecil bahkan gojek","0"
"baik yg paling lawak lama bgt pdhl cuman mau tf rekening doang","0"
"mantap","1"
"baikkk","1"
"aku suka gojek","1"
"good","1"
"ok","1"
"gojek sekarang ngelekan","0"
"good i love it","1"
"lancar tdk ribet","1"
"kalau order gojek gocar dapet drivernya jauh padal banyak standby","1"
"mantap menguranggi kaum pelangi lgbt","1"
"ribet daftar ny payah","0"
"sekarang ongkos nya mahal","1"
"ok","1"
"oke banget","1"
"jauh bagus","1"
"bad","0"
"manusiawi drivermahal penumpangpelanggan echhhh drivernya miri alias murahhhh gmn mau saing gojekkkkkkk ongkosss mahal","0"
"nice","1"
"krn bata badan yg mana habis celaka aplikasi sangat bantu kala ken beli makan ndak keluar","1"
"baik","1"
"oke","0"
"ok","1"
"transfer lalu gojek bank saldo gopay potong tpi transfer nya masuk bank gimana sich","1"
"ga dowload si anjir padahal gue butuh nih aplikasi buat ketemu ama temen gue ck","0"
"mantul","1"
"kadang kalo sen go ride ga dapet padahal buruburu","1"
"gojek mantap","1"
"klo drivermu gaada mau ngambil pesan klo customer pake voucher gausah buat sistem voucher urgent malah gaada mau ambil perkara make voucher lepas voucher gaada detik langsung ngambil ga sekali kali jadi hadeh","0"
"sangat bantu","1"
"masuk kelola aplikasi merchantrestomitra available terima mesan lalu aplikasi gojek aplikasi nyala beri sanksi ketimbang langgan me tp restomerchant selalu sibuk","0"
"good","1"
"sangat muas","1"
"bagus","1"
"ok","1"
"mantul pokok e gojek","1"
"malamkenapa sich wktu jemput udh bln selalu lama hrus nunggu menit utk nunggu driver nya datang kan butuh waktu utk tempat kerja tnya k driver nya pda keluh karna jarak jemput nya jauh mohon baik sistem pda gojek trima ksih","0"
"gojek memang oyeee","1"
"mantap gojek","1"
"joss gandosss","1"
"murah nyaman","1"
"susaaaahhh banget mau bayar gopay later padahal warning denda ribuhari lambat kayak sengaja kena denda","0"
"baik","1"
"simple mudah","1"
"konter pulsa harap hati isi topup gopay salah kirim angka pihak gopay tdk b beri mediasi pihak yg salah terima saldo bank usaha untu mediasi langsung jawab saldo yg salah kirim tdk b kembali besok gak mau bantu orang topup gopay kapokkk rb hilang gt aja","0"
"mau laku transaksi alesannya koneksi padahal jelas koneksi lancar","0"
"mantap sangat muas kerja bagus","1"
"donwnold","0"
"layan bagus tetap jaga tingkat layan puas langgan","1"
"good","1"
"bagus","1"
"sangat susah batal pesan minta langgan nunggu ber jam jam","0"
"yasudahlah","0"
"gojek smkin kesini makin jelak pelayananya tata letak menu smkin ga jelas utama metode bayar gopayleter denda lambat udh mlbihi pinjolpinjol bunga nya mnding buka pinjol aja sklian jujur lbih bagus gojek dlu dri pda skrng","0"
"sangat bantu","1"
"kecewa sama gopayletter nya tiba aja akun beku tnpa jelas padahal bayar cicil barang lancar langgan thn tdk pernh kendala lambat","0"
"ga banget vouchernya ga dipake mana ga klik","1"
"layan yg optimal","1"
"mantap","1"
"good aplikasi","1"
"gojek sungguh sangat bantu urus transportasi maupun ursan perut sayang kasih percaya buat metose gopaypinjam nya bos","1"
"aplikasi sering ngelag","1"
"guna pin utk beli sesutau beli pulsa padahal pin benar berpa kali ganti pin tetap","0"
"ashu ribet bener mau login hp","0"
"puas banget","1"
"mantap","1"
"parah ngisi ovo dr gopay ovo dr jam wib lapor hasil sekarang blm masuk masuk saldo sdh potong sdh telp cimb niaga suruh telp gopay sdh telp gopay cek berkalajadi kapok pake gopay","0"
"jos","1"
"duh c nya slow respon kurang bantu padahal app udah banyak make kualitas csnya tingkat sekali mana susah hubunginnya kalo urgent gmn tuh","0"
"gajek makin kesini makin kesana klo pesan gocar walaaah dapetnya jauuh banget sampe kali cancel sering nyesel isi gopay harga makan gofood atas jauh harga toko tambah ongkir","0"
"bantu sekali","1"
"semua rincian hitung banyak driver gojek gocar minta uang lebih bayar cash gopay beri tegas min","0"
"tida pernah cewek langgan dr awal rilis ampe skrg manteb","1"
"best","1"
"gojek sekarang aneh masa mau pakai qiris mau tf bank gak alasanya sinyal padahal sinyal bagus trs coba pakai wifi kaya gitu masalah sinyal gak jelas","1"
"aman banged","1"
"good","1"
"all good","1"
"sesuai","1"
"menu gopinjam nya bener bawel bgt baru telat hari udah ngomng macem gimana telat bulan coba gua make fitur tdnya mau coba eehh nyata cair sengaja gua telatin bayar eh udh kek ajg nagihnya dong buat bagi tagih jgn kek gtu berisikk tau jd ml gua buat make tar luna mau gua uninstal gojek","0"
"ok","1"
"lama pakai jasa gojek alhamdulillah selalu puas layan","1"
"sangat optimal tangan service","1"
"drivernya makin lama gda yg ramah kurir gofood gda kembali suru uang pa sy suru tukerin gamau pernah uang sampe bawa kabur krna gda kembali jelek bgt parah lama lama mesen gocar comfort gda comfort nya driver genit bensin abis tengah jalan ac mati ga dingin kok makin parah","0"
"ok","1"
"makin kelas","1"
"all we need is faith","1"
"aplikasi sangat mudah pergi me makan poko wajib download","1"
"maknyus","1"
"gojek transportasi banyak bantu moga sukses lancar jaya","1"
"pokok nya gojeg online kerenbaikkasih promo yg lebih hemat ramah kantong dong seluruh baik semua good luck buat gojeg online","1"
"bagus kali mouse","1"
"ok","1"
"nyaman","1"
"bagus","1"
"ok","1"
"aplikasi tolol driver susah kalau customer bayar pakai gopay","0"
"guna","1"
"aplikasi anjriiittt apk bangsaaat mah","0"
"jauh andal","1"
"sangat bantu","1"
"mudah segala tetap konsisten layan diskon","1"
"mantab","1"
"aplikasi sangat mudah hari","1"
"aplikasi yg bantu","1"
"mantap jiwa","1"
"apa apa gojek kok ongkirnya makin mahal bukan nya mudah kalau mahal sama aja bagus customer keluar beli sndiri estimasi waktu nya kok makin lama belum cepet","1"
"mantabz","1"
"biji","1"
"sangat bantu cari solusi transportasi","1"
"keren","1"
"sangat batu","1"
"mantap","1"
"good","1"
"kalau hari minggu bnyk driver yg sensitif kl hubung dgn antar gereja moga rezeki tdk kurang hari utk penuh perlu keluarga hari hari","1"
"download nya lelet padahal wipi gua kenceng","1"
"maaf lama wifi udah full lo kok kode otp nya gitu","0"
"jajah bangsa sorang","0"
"makin kesini biaya denda lewat jatuh tempo paylater makin besarsangat sayang","0"
"siip","1"
"gojek semangkin parah sekarang cari driver sangat lama lapar nunggu nya kadang hampir jam ngak kayak dulu pesan langsung driver","0"
"gojek mudah aman","1"
"bagus","1"
"banyak konfirmasi kalau mau pesan gosend masuk no hp asuransi detail alamat kg satu aja biar praktis","1"
"bantu kendara pribadi tdk","1"
"ok","1"
"mohon promonya ditambahin","1"
"ga buka gojek nya gagal terus kali hapus download lg tetep ga","0"
"benar aplikasi fitur nya bagus sekali ntah knp hp aplikasi akhir lot respon padahal buka aplikasi bahkan game lancar hp","1"
"kaga jelas jadi iklan mulu","0"
"mudah hidup","1"
"pa langgan gofood plus malah ga pernah dapet voucher gofood plus bata banget resto nya buruk","0"
"terlalu mahal voucher katany nyampe tngl pake gopay nyata tngl udah nggk guna ilangyg bnr donk bikin voucher gaje banget","0"
"gaje lu gojek pa co gofood ongkir free krn pake gofood plus eh cek lg ongkir tambah","0"
"top lah","1"
"punya saldo gopay","1"
"selalu puas pake gojek tingkat terus yaa","1"
"cepat jangkau","1"
"woy akun gojek kenaoa du tagih mulu padahal ga pernah beli apa apa data bocor hah","0"
"mahal mending grab maxim","0"
"bagus","1"
"gak dapet sinyal internet nih padahal pakai internet super kencang","0"
"sangat bantu","1"
"ok","1"
"mohon bantu","1"
"trimakasih bang jek atas aplikatornya yg keren","1"
"mantap","1"
"mantap","1"
"hehe","1"
"hati hati akun bobol pihak gopay","0"
"eror aplikasi runtuh pa aku masuk eror aplikasi baik pls mohon kalau bintang","0"
"gojek the best","1"
"kecewa gojek gopaylater tiba tiba beku padahal pernah telat usaha jaga malah bikin susah uninstall gojek usaha biadab","0"
"apa apa sih fitur tlfn gak dipake bikin ribut aja","0"
"goto mantap","1"
"goojek skrng mahal pakai biaya aplikasi biaya bungus tempat nya langsung tdk kena biaya murah aplikasi belah harga nya jauh lebih murah gojek jngn mahal sekrng krisis ekonomi harga gojek makin mahal sendiri sdh mulai berkurng guna aplikasi gojek karena mahal biaya nya","0"
"good","1"
"okke","1"
"gojek baik","1"
"sinyal full kuota bilang ga jaring nasa aj gojek sonoooo","0"
"go car hemat percuma ndak drivernya mnding hapus klo ga driver nya","0"
"pesan go food dicancel antar","0"
"bagus kreen driver selalu jemput sesuai titik","1"
"yme y c mo t y mmgb","1"
"gopaypaylaternya knp error terus apa","0"
"mantap","1"
"pdhl udh tahun pake aplikasi tpi makin mahal yg arah dket aja harga gk kira mahal jdi aplikasi belah lebih rekom","0"
"lupa pin masuk","0"
"jos pokoke","1"
"hapus riwayat telusur gofood","1"
"very good","1"
"lewat mahal banyak sekali hitung hitung nya payah","0"
"good job","1"
"good","1"
"n j","1"
"sering gagal laku beli ala jaring padahal jaring normal me banget sini apk gojek","0"
"baik","1"
"goody","1"
"ongkirnya mahal banget aja lah jangan mahalmahal","0"
"gojek ga masuk saldo tadi sisa ribu","1"
"aplikasi sagat manfaat","1"
"go give aplikasi gojek","1"
"top","1"
"oke mudah","1"
"ok","1"
"aplikasi buat lebih ringan","0"
"sukaaaaa","1"
"layan bagus","1"
"good","1"
"saldo hilang parahhhh nihhh gopayy","0"
"puas layan","1"
"cukup senang","1"
"ok","1"
"mantap sangat manfaat","1"
"bantu yg tidan salah malah ban","1"
"sikap ramah drivernya sehat selalu murah rejekinya pa driver","1"
"alpksi jelekdriver nya jauhuda nunggu lama cancelwajar driver cnceljaraknya kilo mna da yg mau jmputenakn grab cepat apk taik","0"
"barcode susah buka tulis internet mati internet bagus","0"
"apk payah sekarang top up transfer eror terus prose lama buka tambah bagus malah tambah sulit hati hati apk","0"
"suka heran pake aplikasi driver nya gak yg bener semuaaa yg berapa kali naik dans aya kecewa apa beda konsumen yg bayar nya cuman laku kronologinyaa pesan gojek tarif krna pake voucher pa drivernya dtg naik gak jauh ko ingat helm tinggal krna posisi sj bapak tawar helm sesuai sop banget bilang balikdia gak mau kalo mslh uang ngmng","0"
"gopay tabung udah motong saldo saldo entah gak data bhaya bngt narik saldo gopay sekarang mah langsung potong otomatis gk tau saldo mantap respon nya cepet bngt saldo","1"
"oke","1"
"driver sopankomunikatifmenyenangkan","1"
"ok","1"
"aplikasi gojek nya tdk downlood udah brp x tetap enggak","1"
"pantes saham anjlok perform nya jasa turun apk nya lot banget","0"
"suka pakai gocar mau kmana gampang cpt","1"
"alam buruk gojek banyak driver tembak sesuai plat motor sekali alam buruk gojek kali aplilasi gojek payah cari driver lama sekaliii tiba tiba driver muncul padahal dapat driver aplikasi cari driver alhasil banyak driver datang atas nama kasihan orang drivernya buang bensin biaya bensin mahal ketimbang tarif yg dapat","0"
"aneh ga install gojek payah nii","0"
"maen pindah saldo gopay aja bikin ribet orang","0"
"sering promo gocar hemat driver nya sering dapet yg jutek mohon tindak lanjut sikap driver nya","0"
"sangat bantu","1"
"sangat manfaat","1"
"kalau hujan pesan makan gocar cari driver nya sangat lamabukan hujan berkah","0"
"makin sering dipake makin mahal","1"
"sangat bantu","1"
"apa jadi lebih mudah","1"
"pelanyan nya sangat agus","1"
"driver ramah responsifluarrr biasa","1"
"apk rusak","0"
"okeee bgtt","1"
"mantul","1"
"top bgt","1"
"good job sangat bantu","1"
"muantappppppppp","1"
"kecewa hari sangat kecewa kesal marah order sy main driver smpai x pd tdk mau jemput tdk gerak jemput","0"
"m ommmmmmmmmm mbmm mmmnm ykornmkhmomo","1"
"sangat sayang akhirini gopaylater sering ganggu hampir semua customer","0"
"cepat mudah","1"
"layan cepat makan sesuai pesan","1"
"lebih banyak diskon lebih nya bagus ko","1"
"bagus","1"
"p diskon","1"
"baik","1"
"lebih selektif rekrut driver ojolnya kendara lbih etika depa lebih banyak edukasi traning driver arogan","0"
"mantap","1"
"maksud nya apasaya baru bikin aku tp tbtb akun kena blokpas cek nyata username sm email bisa pake nama orang lajnpadahal nomer baru aja bikin akunpas mau ganti email gabisa kata hr tunggu jamgitu terusgojek ribetdulu ga ginitadi mau sen aja gabisaga bakal hapus ulas sblm akun ku kembaligajelasssss","0"
"ok","1"
"udah pilih lokasi inieh drivernya nelpon malah alamat yg salah hadeh gojek gojek malah yg pilih beda jauh sama alamat asli","0"
"kirim kode otp lewat wa lama banget selalu salah jaring padahal udah coba semua jaring kirim kode otp nya malah kirim waktu isi kode otp nya udah habis baik dong malah hilang kirim kode otp lewat wa nya sekarang","1"
"guna layan gojek muas","1"
"ongkir nya mahal","1"
"gitu deh","1"
"bagus","1"
"transaksi apa cepet banget isi pulsa mudah bayar belanja cepet isi saldo cepet masuk lewat mbanking biaya murah banyak promo keren","1"
"sangat aman","1"
"bermempaat sekali","1"
"gojekq gak d bukapdahal saldo yg sering tak pake transferini sekarang mau transfer malah gin","0"
"good lah","1"
"percuma nawarin pinjam notifikasi tp gabisa ambil kan tolol hahaha","0"
"mantap","1"
"sampah kembali gofood zaman nadiem","0"
"mantap deh","1"
"lancar jaya","1"
"gopaylaeter tiba buat transaksi padahal selalu tepat waktu gimna","0"
"ok","1"
"aplikasi banyak biaya layan makan murah jadi mahal krn biaya layan kasi driver nya cape cape bayar murah","0"
"u always be my mine","1"
"lumayan lah","1"
"ok","1"
"ok","0"
"top up terus tiba transfer gopay tabung notifikasi udah gitulama sekali masuk sampe skrg saldo gajela riwayat transaksi status tunggu doang","1"
"napa sejak udate top up gopay gopay tabugan gak masuk masuk","0"
"selalu masalah koneksi internetnya mau top up bayar gopaylater padahal jaring stabil ga ngeleg sama sekali mohon baik pdahal lebih sering pake gojek dripda aplikasi lain kalau masalah kek gin terus sangat kecewa sekali","0"
"puas layan go jeg","1"
"jaring masalah padahal mau bayar gopay latter untung apk gopay","1"
"mantab","1"
"ah udah mulai busuk top up mana gak masuk dompet utam mana mau bayar cicil mala gopay nya gak jelas","0"
"bulan stlh upgrade gopaylater versi baru baru deh dipake makasih mimin tim semua","1"
"makin ga jelas ni aplikasi topup saldo ajah musti nunggu hari baru masuk","0"
"ok","1"
"aplikasi suka ngelag jdinya kt close dlu baru buka aplikasi jaring sy hidup tengah kota jaring stabil aman jaya trus skrng driver gojek b dpt double order kt yg pesan makan panas nyampe rumah udh gak panas makan yg crispy jd melempem","1"
"gojek cepat merespon","1"
"aplikasi tipu baru isi saldo malah blokir","0"
"pngantaran makan skrng lama bgt estimasi wktunya jampadahal dketpadahal gk ngntri","1"
"saldo ga masuk yg kirim masa saldo hilang ribu d gopay","0"
"gopaylatter nya sering gak muncul padahal limit banyak tagih udh luna","0"
"gojek mudah bantu","1"
"sangat kecewa sama aplikasi gojeksaya topup gopay customertapi tiba saldo hilang","0"
"manatap","1"
"terimksih gojek kalo laper jadi tinggal sen","1"
"gofood saran sertifikasi halal tidak jadi konsumen memilihmilih restoran makan pe konsumen dapat info akurat","1"
"top up saldo blum masuk bntu","0"
"min top up saldo nya masuk kali top up min","1"
"mantap","1"
"luar biasa","1"
"aplikasi tolol sekali salah pin ga bayar yg buat nya orang strs","0"
"good","1"
"gopaylater guna beli pulsa","0"
"biasa topup gopay knpa kali topup nya masuk gopay tabung padahal tdk aktif kn gopay tabunganmasuk automatis cek saldo gopay tabung msh kosong chat c nya gk direspon mohon jelas","0"
"aplikasi scam","0"
"senang banget laku transportasi gojek sangat mudah senang","1"
"lumayan bantu malas masak","1"
"mantap","1"
"sangat bantu","1"
"argo yg keluar rb tp yg kasih driver cuma kasi driver gak kasih tip kasi kasih tip udah keluar banyak ongkir nya","0"
"jozz","1"
"yuhuuu","1"
"gk sqya guna","0"
"selalu bagus layan drivernya mau gimanapun situasi kondisi mau pake promo gak pake promo jos poko beda banget sama aplikasi belah grab mantap poko gojek","1"
"hasil top up saldo gk lama tibatiba lapor saldo kirim tabunganpas cek saldo tabung gak tetep aja kosongtolong baik aplikasi","0"
"sering ngeblenklemottlpon internet gk suaranyaada jasa aplikasitp aplikasi mlah makin burukhilangin aja jasa aplikasi","1"
"sangat mudah jangkau","1"
"gojek cuma kalo mau komplen susah ngomong sama robot robot ga tau detail permasalahnnya","1"
"brg cepat kirim","1"
"sangat kecewa top up ga masuk","0"
"jangan lama kalau nganter","1"
"servis diskonpromonya","1"
"uninstal utk pindah hp instal kok saldo gopay nya jadi nol baik","1"
"makasih antar jemput cepat banyak diskon","1"
"ribet","1"
"top","1"
"good","1"
"muas","1"
"bagus","1"
"mantap","1"
"update review sekarang top up gopay selalu masalah engga cepat masuk dulu sangat fleksibel bantu sama sekali padahal aku udah sering ngandelin aplikasi gojek semenjak ubah gopay by jago jadi kacau error trus sempet rugi","0"
"top up gopay via indomaret ga masuk mululama prose nya","0"
"padahal sinyal baguss malah ngelag mulu dalam aplikasi lama buat mesen","0"
"tambah berat","1"
"kecewa gopaylater gak lg buat beli pulsa paket data diamond game","0"
"ok","1"
"sehr gut","1"
"mantapp","1"
"ketat saldo biar aman","1"
"top up saldo selalu hari baru masuk","0"
"ok","1"
