content,sentiment
Aplikasi ERROR. ganti nomor HP di suruh nunggu 30 jam. Padahal Uda lewat 30hari lebih gw coba ganti setiap hari. Tetap sama di suruh nunggu 30jam lg.,0
Aplikasi yang sangat membantu terimakasih gojek,1
Oke,1
Saya biasa pakai gopay latter limit 500 rb perbulan..dan selalu saya pakai..di awal bulan berikutnya tagihan saya bayar lunas..selalu tepat waktu..ketika update versi..tau nya gopay latter cicilan muncul tanpa konfirmasi .ketika saya pakai belanja seperti biasa. Ditagihkan menjadi cicilan..dan ketika telat 1 hari ( 2 jam telat) dikenakan biaya denda lintah darat 50 rb .. Aplikator bangke. .👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎..akan saya stop seluruh kerabat pakai gopay..👎👎,0
"Payah. Aplikasi selalu minta di update terus. Giliran udh update, mau make fitur go transit gk bisa. Mau nya apa??? Org tuh dah capek dijalan. Mau cepet sampe rumah tapi gini. Org mau make gocar aja gk bisa di pake aplikasi nya gmna sih. Gk jelas bgt di updated malah ke apaan tau",0
Tolong diperhatikan iklannya. Lebay amat iklan-iklan gomart. Pas main game iklan yg keluar lebay-lebay. Bukannya enak liatnya yg ada jd eneg. Terllu berlebihan. Yg awalnya saya ngasih bintang 5 sekarang jd bintang 1 efek iklan yg ga enak diliat,0
"Bagus banget harganya murah lagi, tapi kalau jauh ya murah (opsional)",1
Mantap Pakek Banget,1
Sarana Transportasi yg efektif dan efisien,1
Di telp dari gojek ditawari pinjaman katanya tenor 6 bulan eh ternyata 2 bulan ktnya di suruh update tpi tetepa aja 2 bulan,0
Aplikasinya keren mantap,1
Aplikasi taii...gopay belum terlambat udh kena denda!! Ngambil 20 rebu denda ny 50 rebu..sialan! Jgn pada make aplikasi ini!!!!,0
good,1
Gojek bagus kalau bisa di banyakin lagi promo grabfod biar semakin murah ongkir dan lain nya selebih nya bagus,1
Makin gak jelas ni Go-Jek...,1
"Telat bayar paylatter 1 hari 50rb dendanya ga ikhlas gue gojek makan tu duit denda semoga kedepannya ga ada korban kedzamilan seperti ini , sehari 50rb 2hari 100rb padahal pinjaman ga sampai 50rb jangan pakai gopaylatter lebih jahat dari rentenir",0
"Aplikasi makin loading lelet padahal wifi kenceng udh hapus cace udh update tp masih lelet di buka, ga bisa diajak kerjasama di saat urgent",0
selalu tepat waktu mantap,1
Sekarang gak bisa isi pulsa lewat paylater ya...,0
Parah. Uninstall 👍,0
Komunikatif,1
Kecewaa banget. Biasa denda perhari 2rb Jd 50rb. Padahal gw pengguna setia gojek. Ga bakal gw pake gojek lagi,0
Bagus sangat membantu,1
oke,1
"Dimana 2 tawarin ojek.dismua tempat,mall,plaza,gedung,maksa kyk org gila",0
Kok sekarang mau beli pulsa gak bisa bayar dengan gopaylater... sebelum nya masih bisa😔,1
Susah download sekarang,0
Baru instal sekali ya order gda yg nyangkut pdhal dikota garut kota besar driver gojek bnyak masa ilok sibuk smua drivernya,0
sikap driver menyenangkan,1
mantap,1
sangat memuaskan,1
"Sebenarnya sangat membantu dg adanya gopaylater tapi Setelah upgrade gopaylater yg baru memang limit nya nambah tapi denda nya ngeri, 1 hari jadi 50 rbu per tgl 2. Padahal sebelum nya cuma 2000 per tgl 6.",1
top,1
"Anjir gak ngotak harga ongkos kirim nya gilaa gilaa, gasampe 1km ongkos kirim 19k gilaa, makin kesini gojek makin mahal service nya ga ngotak",0
"Kok saya tidak bisa buka aplikasi go jek ya sekarang, dulu bisa. Udah di download ulang juga tidak bisa",0
Keren ini ya,1
Aplikasi yg sangat membantu,1
"Gopaylater waow waow, denda keterlambatan 1 hari sejak jatuh tempo 50 Rb. Bagaimana jika mengalami keterlambatan dalam 5 hari🤑🤑🤑 gopaylater bukan opsi mudah melainkan seperti jembatan kaca di atas jurang.",0
"Pindah managment dr findaya ke MAB bukannya bener, malah tambah ga bnr, dulu sya pake paylater by findaya aman2 aja, giliran mab ampun deh bru bln kmrn pake, bln ini ga bsa pake, saya minta no kontak center gojeknya",0
"Baru pertama kali pakai gopay later dan sebelumnya gak pernah pake paylater yang lain. Saya kurang suka sama sistem jatuh temponya, transaksi tanggal 11 jatuh tempo tanggal 1. Dan tidak bisa membayar per transaksi, misal sudah melakukan transaksi a, b, c dan saya ingin membayar transaksi b tidak bisa dan harus membayar semuanya. Dan yang terakhir yang menghubungi saya setelah jatuh tempo itu siapa? Manusia atau bot? Karena cukup ngeselin dispam call terus sepanjang hari.",0
Kecewa banget sama gojek sumpah. Top up gopay saldo gak masuk masuk. Di suruh nunggu 2 hari kerja. Sampe sekarang saldo belum masuk juga.,0
Mau bayar gopay later kok ga bisa,0
semua di permudah dengan gojek jadi gampang belanja2 ga perlu keluar rmah tolong di tingkatkan lagi untuk belanja mall nya,1
Bagus,1
Ok,1
"Gopay later biadab banget,masa telat 1hari kena denda 50rb. Kudu di laporin ke OJK nih",0
Semakin lama malah semakin gak memuaskan buat yg Makai,0
"Selama Dora yg megang, semakin kacau. Playter biasa denda perhari nya 2rbu.. inii telat 2 hari denda 50rbu. Kau makan lah uang 50 itu Dora, bakal jadi penyakit di kau.",0
"Padahal udh langganan pake gojek, udah level juragan, tp kecewa banget pas ada paylater telat sehari lngsung didenda 50 ribu, padahal tagihan cuma 12 ribu, auto uninstal",0
Selama ini setia ama tokopedia dengan gopay. Gk pernah telat bayar. Kmren doank bayarnya pas jatuh tempo karna gajian telat. tapi hari ini mau pake gopaylayer tibatibq gak bisa. Nunggu sebulan lagi. MendingSelingkuh aj lah ama si oyen...,0
"Gojek aneh banget si, dikasih promo murah buat naik gocar, ehh driver nya minta batalin semua ,alasannya jauh. Padahal dekat cuma 2 menit. Kalau ga pake kode promo banyak driver, driver nya nerima semua. Tolong dong gojek driver nya di perhatikan lagi. Percuma dapat promo, tapi ga bisa di pakai. Drivernya minta batalin terus kalau mesan pakai promo.",1
aplikasi yg sangat membantu memudahkan perjalanan,1
"BIAYA KETERLAMBATAN PADA GOPAY LATER TERLALU MAHAL, JIKA TELAT SEHARI MAKA DIKENAKAN DENDA 50.000 PADA HARI KEDUA JIKA TELAT BAYAR 30.000 TOTAL 80.000 JIKA TELAT 2X DALAM SEBULAN",0
"Lumayan, sangat membantu untuk kesulitan seperti misalnya order pengemudi untuk bantu dorong motor mogok😅",1
Belum mencakup ke semua wilayah.. padahal jalan provinsi,0
"Lama lama engga jelas, utang cuma 122rb, mau bayar engga bisa bisa kemarin, hari ini bisa bayar pas banget di hari pertama terlambat, bayangin aja utang 122rb denda 50rb, apa engga kebangetan merasnya ? Saya belum bayar karna aplikasinya engga bisa kemarin buat ambil virtual account BCA untuk bayar, gimana si, aplikasi yang bermasalah jadi customer yang nanggung bebannya, pemerasan ini namanya",0
Oke....,1
"Apa apaan denda keterlambatan bayar gopaylater ampe 50rb sehari, kalah pinjol.. jahanam kau gojek",0
"Top bangettt,,,, tolong dong ACC pengajuan gopay pinjam saya,krn saya kan lancar pembayaran🙏 sayang limiynya",1
"Gila ni gojek, go puy latter nya saya punya tagihan 127 rb telat 1 hari krna lupa DENDA NYA 50.000 ,,",0
"Aplikasi yang bermanfaat sekali untuk saya, memudahkan pekerjaan saya sehari-hari",1
malah gak bisa login sekarang😡,0
Oke sangat membatu perjalanan jadi mudah,1
Sangat baik,1
Aplikasi apa ini selalu menyulitkan para driver,0
Punya limit paylater tapi tidak bisa digunakan sama aja dengan akulaku,0
"Mantap denda paylater 1 hari 50000,selamat semoga cepat kaya.",0
"Ngirim keluhan via email karena ada kendala login gak direspon2, jadi gabisa login lagi, anehh banget. Edit : sudah saya kirim email lagi tapi gak pernah d respon.",0
Sangat membantu dan memudahkan sekali thanks gojek,1
"Aplikasinya ada, dapat limit gopay laternya juga, tapi sayang yaaa, limit gopay laternya gak bisa di gunakan, jadi pengen uni instal aja nih..... Terima kasiih",0
Luar biasa,1
"Aplikasi terbaru sering stuck/hang, bukan masalah koneksi. State management salah, ponsel kehabisan source sehingga stuck. QA sama developer nya sama sama gk becus.",0
Sangat Berarti Di Setiap Transaksi ✨,1
GOOD,1
Gopaylater KLO telat skrg kena denda 50k / hari.gokil lintah darat!,0
good,1
"Sangat membantu, mantaf",1
ongkirnya semakin mahal,0
Is good,1
telat paylater sehari denda 50k kesel bangett!,0
Good good good good,1
Gilaaa gopaylater tagihan cuma 30ribuan jd harus bayar 80ribuan karna ditambah denda 50rb. Lebih gila dari pinjol beneran.,0
Ngeri Gopaylater telat 1 hari denda 50rb,0
"Hati"" dengan gopay leter, penagihan 30rb jd 60rb menggunakan teror tlp seperti pinjol..... meresahkan",0
Sengaja kali pas top up voucher khusus gopaynya dihilangkan,0
"tarif dan algoritma sekarang membuat orderan makin sepi. harusnya jarak jemput tidak lebih dari 1 km, kasian customer nunggu kalau kejauhan, buang waktu customer-driver. sekarang pakai akal-akalan biaya aplikasi 2000, lha kan dari awal juga udah pakai aplikasi udah motong 20% dari customer, sekarang apa bedanya malak 33% dari customer 😤😤😤",1
Memudah kn kita untuk berpergian di dimana pun dan kapan pun,1
Ringkas dan praktis,1
apa ada customer service? untuk bertanya?,0
Sukses trus bosqu...👍🙏,1
Bisa membantu untuk gaya hidup seperti beli makanan tanpa antri dan kemana-mana,1
Mulai mencekik sistem denda paylaternya... Dari total tagiha lebih dari 10% dendanya... Parah... Bagaimana cara nonaktifkan gopaylater? ?,0
"Mau bangkrut ya? , wajar ngaco bunga paylatternya , telat 1 hari aja denda 50k 🤣",0
Aplikasinya semakin ringan dan semoga banyak promo menarik.,1
Sehr guut,1
Oke bagus,1
Top .....!!!,1
driver di batang ramah²..,1
Lagi urgent malah gangguan terus di tunggu ga selesai selesai udah kesekian kalinya,0
Sangat bagus dan membantu 👍✔️,1
"Berbelanja makanan online ga perlu ribet, pesen gojek buat pulang pergi juga cepet. Duh mantap banget aplikasi gojek yang satu ini 🤗",1
Mantap,1
baru 1 hari telat bayar gopaylater denda nya 50.000..hati2 buat pengguna gopaylater jgn smpai telat bayar..,0
"Biaya ongkir mahal+biaya lainya, kebanyakan biaya",0
"Mudah dan praktis,,,",1
"Saat keadaan darurat sulit sekali untuk bantuan nya, ada fitur bantuan tidak berguna sama sekali. Telp cs sibuk terus. Pesan gosend 2x, yang pertama saya batalkan. Diaplikasi pesanan pertama gosend sudah jelas keterangan dibatalkan, tapi aneh nya driver tetap ambil dan barang dibawa. Saya pikir itu driver yg dateng dari pesanan kedua yang saya pesan. Mau cari bantuan gojek sulit sekali padahal hanya mau tau cara hubungi driver yang bawa barang saya. Aplikasi tidak user friendly dan sering error",0
"di tanggal 1 nov mau bayar tapi dibagian gopay laternya ga bisa dibuka, selalu ""coba lagi"" sampai malam, skrg di tanggal 2 nov ada denda 50rb, licik.",0
Sekarang kok cari drivernya agak lama ya.. Kadang sampai 30mnit..tp kadang juga cepat.. Cuma sering lamanya,1
KECEWA!!!! GOFOOD CUMA BISA PAKAI SATU VOUCHER:(,0
Sip promo nya banyakin y,1
Perjalanan mudah dan murah dengan promo.....,1
Kasihan driver cuma dikasih ongkos kirim 5 ribu rupiah cukup buat apa,0
Gojek emang beda dari yg lain. Pake paylater kelupaan blm bayar baru telat 1hari dendanya 50rb..mantap jek lanjutkan sampe bisa beli pulau,0
"Puas n nyaman,ramah pokok nya succsass always to gojek.",1
Aplikasi payah. Apa2an sih aplikasi ini anying. Inet ada dibilang gk ada signal sampe2 saya kena denda,0
"Gopaylater sudah tidak bisa digunakan untuk membayar merchant lain, untuk beli pulsa pun sudah tidak bisa, percuma saja itu paylater",0
Berfaat di waktu yang sulit bisa di pergunakan,1
Ada limited paylatter 500k tapi gak bisa di pakai sama juga bo'ong!!!,0
👍👍👍👍👍👍👍👍👍,1
Klo bisa lebih murah lagi tambah jos,1
Semakin kesini semakin MAHAL ongkirnya,0
Kendala yang sama terulang ulang dalam tempo yg sangat singkat! Memuakkan!,0
Pliss gojek knpa susah bgt cari driver udah mau sejam ampun mana panas.,0
jangan pake gopay later biasa denda sehari cuma 2ribu... tiba tiba telat sehari jadi 50ribu tanpa pemberitahuan.. begitu di komplain cuma jawab ini sistem dan skema baru.. sangat merugikan,0
"Ngeri skrg gopaylater, terlambat 1 hari denda nya 50rb wkwk, 1 hari doang itu, udah auto hapus fitur gopaylater nya wkwkwk",0
"Amit2 denda lwt sehari PAYLATTER 50rb denda nya,, biasanya 2rb sehari,, kga dah pakai PAYLATTER lg.",0
dulu denda keterlambatan gopay later Rp. 2000/ hari. skrg jdi 50.000/hari...😏 auto uninstal..rugi,0
mantabbbzzz,1
Aplikasi lintah darat,0
Sering force close gak bisa buka aplikasi,0
Yg benar aja cuma terlambat 1 hari denda 50.000 yg mo pake gopay later pikir dulu,0
"Kecewa, tidak ada notifikasi pemberitahuan perubahan denda. Masa sy paylater 20rb, denda 50rb. Cuma telat sehari.",0
Saldo saya terpotong dengan sendiri nya,0
Sangat membantu,1
Ok,1
eegtul,1
Mantap,1
okee,1
"Setelah di update banyak perubahan gak sesuai dengan program pemerintah, gopaylater sebelumnya 2jt sekrg jadi 500rb dan telat 1 hari saja kena denda 50rb . Per tgl 1 hars bayar. Semisal pakai paylaternya di tgl 25 masak iya harus byar per tgl 1 😠",0
"Payah GO pay sekarang sehari denda nya pakai GO paylater 50rb sebelumnya nya ada, kapok pakai GO paylater untung aja liat. kalo g' liat bisa denda banyak lagi, padahal aku pake cuma 104rb aja denda nya 50rb kapok pake GO paylater",0
Masa tagihan payleter cuma 40 denda nya 50 rb cuma lupa telat sehari aj emang sadis ni ngojek.,0
Aplikasi sering nge freeze sendiri sampe pas mau bayar tagihan gopay later akhirnya telat sehari gara-gara nge freeze. Alhasil harus bayar denda 50.000 per hari. Gila yg terbaru ini sama sekali ga memudahkan mending pake sistem yang lama karena gampang ngitungnya. Kita gaakan tau kebutuhan dipake pas tanggal brp tau² pertengahan bulan langsung gede tagihannya. Ribet Belom lagi bayar denda sehari 50k mahal banget gilaa! Nge freeze udh d ganti wifi balik k internet handphone tetep ga bisa d klik,0
Pertahankan,1
"Aplikasi penipuan...!!!! sy tdk perlu jelasin kenapa saya bilang penipuan, sy rasa semua yg turut andil dalam bisnis gojek gojek tau maksud sy. Tapi tetap sy bertanggung jawab atas apa yg telah sy setujui, katanya !...Dan setelah semua lunas terbayar ..!selamat tinggal gojek..semoga lebih cepat bangkrut.",0
Aplikasinya Sangat membantu.,1
"Denda Gopaylater nya telat sehari 50ribi ,pea neh aplikasi Gojek..ngecekek Costumer...ga lagi Gw pake aplikasi Gojek ini",0
Kenapa kok setiap mau tranfer selalu gagal,1
"Agak kaget tiba-tiba tagihan paylater hampir 2x lipat, ternyata denda udh di ganti jadi Rp.50.000 per 1 hari telat padahal sebelumnya jatuh tempo di tanggal 6 baru mulai kena denda itu juga Rp.2000 perhari. Langsung uninstal lah ga pake mikir.",0
Good apk,1
Simpel dan membantu,1
Gila sdh gojek in denda nyo sehari 50k nak cepet kaya apa?,0
Ngga mau pakai go paylater gojek lg Dendanya sekarang mahal banget sehari 50 rb Ngga kaya dulu,0
"Aplikasi keren, sangat membantu ..",1
Stop menggunakan Go Pay Later pada apk ini. Hati2 lupa 1 hari 50 rb,0
"Gila si,baru lewat satu hari tpi denda nya tinggi,ga lgi lgi pake apk ini",0
"Denda keterlambatan paylater tidak masuk akal, terlambat 1 hari saja kok denda nya 50 ribu.",0
"Gopaylatter makin kesana makin kesini,,,denda keterlambatan nya gg main main 50k 1 hari keterlambatan,,,,,nyobain pakai buat gofood yg cuma 51k bayar nya sampe 101k wew keren nih melebihi renternir",0
"Aplikasi gak guna, mending Lo gak usah bikin aplikasi mending jualan gorengan, setiapa masukin pin salah mulu padahal sudah benar, tapi katanya salah, go pay lu gak bakal bisa maju aplikasi Lo ribet",0
Titik map tidak akurat,0
Ok,1
Knp sering tidak di tanggapi di gojek sekarang .. makin lama makin sombong aja gojek ini ... apa udah kaya ya tukang ojek nya,0
Oke,1
Bagus,1
puas,1
Enaknya kalo mau pesen makan Gak pake ribet tnggl pesen... yg ribet tiap pake saldo gopaylater telat sehari di telponin trus2 smpe ga berhenti... pdhl saya bukannya gak mau bayar cuma suka lupaaa tgl... semoga bs diperbaiki yaaa...,1
Ok dan cepat,1
"Denda cmn telat sehari aja 50 RB gilaaa , padahal udah ngasih tau lwt call center gara2 gajian pindah tanggal",1
Efektif,1
Aplikasi sangat membantu,1
Menyenangkan,1
Tiba tiba aja aplikasi gojek gabisa dibuka,0
Bagus,1
"Belum pernah di kecewain sm aplikasi ini,,, Terimakasih sdh menemani sy 😇🙏",1
Cepat dan drivernya ramah,1
Oke,1
Av,1
"Dendanya parah banget, tagihan cuma 44k, Dendanya 50k (0 hari).",0
"Tidak bisa buat transefer, gopay later juga sudah tidak bisa, banding ditolak, katanya indikasi pelanggaran, padahal cuma buat beli pulsa dan gofood, ga pernah aneh2. Pakai paylater juga tertib gw lunasin tiap awal bulan. Fix GW UNINSTAL. Pindah apk. lain.",0
"Setlh updte versi terbaru knp gopaylater nya gk bisa dipakek min, padahal limit msih ada tpi ada tulisan oops tdk bisa dan ada gambar robot sma dinosaurus nya Tlong lah min diperbaiki lgi , lgi butuh bnget tiba"" gk bisa digunain",0
Sekarang beli pulsa pakai payletter udah gak bisa..bagusan gojak yg dulu..,0
Mantap,1
ةرب,0
Makin. Di update makin gak jelas males jelasinnya juga intinya banyak yang harus di tingkatkan,0
"Edan! Gopaylater tagihan 24*.*** Terlambat bayar 1 hari kena denda 50.000, ini keterlaluan,sekelas pinjol saja tidak sampai sebesar itu untuk denda keterlambatan,tapi ini melebihi pinjol!",0
Baik cukuo membamtu,1
Semuanya memuaskan,1
"Sangat membantu, tlong lebih di perbaiki apknya",1
Knp kalo mau byr payleter jdi satu satu gini sih Udh gitu terlambat 1 hari denda 50rb Melebihi renternir,0
"Cicilan Hp, Gopaylater dan Gopay pinjam tidak pernah diACC ini..padahal akun sudah jadi..Anak Sultan...mana Gopay nihhhhhhh",0
Ok,1
"Sangat membantu,,terima kasih gojek😁",1
"Kecewa si udah lama pake paylatter aman aman aja gapernah telat juga , masa tiba tiba abis update gagal terus gabisa dipake lagi atau gimana? Kasih kejelasan jangan cuma kami akan kembali beberapa saat tapi udah hampir 1 bulan Note baru lagi Ko ga bisa dipake lagi paylattwrnya , bagusan findaya daripada mab sekarang eror terus",0
tidak wel,0
Akun gojek customer saya akan saya uninstall dan pakai layanan apk sebelah jika program goride nego akan benar² diterapkan ke driver. dan akan saya ajak beramai² teman² lainnya utk uninstall juga Kasihan mereka yg sudah berjuang dan tua renta. Coba saja jika tetap diberlakukan.!,0
Mantap,1
Mantap,1
"Transfer dr saldo gopay ke BCA tgl 29/10-23 pukul 08.09 sampai tgl 1/11-23 belum masuk ke rekening..untung cma bbrp puluh ribu..dr kendala ini udh cukup buat kasih rating buruk buat apk ini.. Males lapor2, males adu argumen sm CS,. Paling yg muncul sbg balasan cuma permintaan maaf..BASI boss..",0
"Tolong hilangkan menu gopay pinjam, saya risih lihat menu nya, menu tidak terpakai!!!! Harusnya ada fitur edit pilih menu jadi bisa di hidden.",0
limit gopay pinjamnnya ga naik-naik y....??? Padahal biasa pinjam oh,1
Mohon diproses segera pinjaman kamioke. Wslm👍 🙏🙏,1
Bnyk promo dan driver nya jujur dan rapi,1
Mantap gannnn,1
Bagus,1
"sebelum ny saya sangat puas,entah kenapa skr malah limit gopaylater saya tidak bisa di gunakan, padahal limit di naikin,malah di bekukan,dmn letak kesalahannya saya, sangat amat kecewa 😢 tidak jelas gopaylater ny, tolong di balas atau di respon",1
Sangat membantu di keadaan genting,1
"Simple, good.",1
Bermanfaat,1
Kapan d aktifkan akun saya???,1
sangat membantu,1
Min kenapa si selalu nik tidak sesuai dengan dukcapil trus padahal saya pke KTP sndiri .coba lah d permudah biar bisa premium.,0
Mantappppppp,1
"Teruntuk order food. estimasi waktu buat apa woii, ini saya butuh cepat bukan malah menunggu, kan saya bayar bukan ngutang, asal lu tau resto gak akan buat makanannya sebelum driver tiba diresto. pihak resto gak akan buat makanannya dikarenakan mereka takut dgn kerugian yg akan datang. mohon dimengerti. terimakasih.",1
Bagus sekali saya suka,1
Sangat bagus,1
knp waktu driver membatalkan pesanan saldo gopay terpotong disitu dibilang sudah refund dikirim ke gopay tabungan tp abuu abu ga bs dipakai,0
"Ini ya gojek aplikasi systemnya gak beres selalu crash sama lag, kadang juga nge-freeze... Masa udah 2 bulan lebih gini gini aja, gk ada perbaikan sama sekali.. Jdi kesel pindah ke GRAB aj",0
"Mau komplain aja susah, bye gojek gue kecewa sama pelayanan customer servicenya.",0
Saya kalo mau ngomong sama customer service nya tuh kemana sih? Di IG lelet bgt penangananya..,1
Aplikasi nya parah udah hampir 4 hari masak mesen GOFOD gak bisa alrsan masalah gangguan jaringan.padahal make WiFi cepat Makin kesini makin parah ini gojek SANGAT KECEWA.... MESEN GOJEK JUGA SUSAH MALAHA JARINGAN PADAHAL DATA AMAN SUMPAH MAKIN PARAH.. BAKALAN PINDAH APLIKASI SEBELAH KLO GINI TERUS,0
Makin lama makin aneh jaringan bagus malah lag,0
Mantap,1
"cepat tepat waktu, driver ok, makasih gosend",1
Mantap,1
ngelaggg trosssss,0
Pesen gofood Nyari driver aja susahnya setengah mati.,0
Ok,1
Aku sih yes👍👍👍👍,1
Aplikasi bahaya ada virus Trojan/ Malware kuda Troya nya dari google,0
Transportasi aman dan lancar Mantap,1
Aplikasi bahaya ada virus malware/ trojan kuda troya nya,0
"Masalah belum selesai tapi laporan sudah ditutup, mau ambil uang gopay sy kh?",0
"Kalo ada Go-Jek bisa ngampang pergi,TPI mahal,tolong turunin dikit apa hargany,soalnya udh mahal,aku kurang mampu,sumpahh!!!",1
"Mahal, sering ngelek",0
Pnggunaan sangat mudah dan mngrti dan sangat membantu buat kbutuhan hidup.,1
Ok,1
Kerenn,1
LEBIH BAIK DARIPADA VENDOR SEBELAH,1
Lumayan membantu buat transaksi tapi sayangnya sudah pake gopay lama udah sering pake transaksi juga tapi gopaylater nya ga di setujui,1
"Gopaylater sekarang membagongkan,telat sehari denda 50rb.ini namanya riba.nyesel saya sekarang pakai paylater.mending beli cash aja.saya tutup paylater gojeknya.bikin sengsara orang saja lama""!!",0
"Waktu estimasi untuk menunggu pesanan terlalu lama,,respon bantuannya juga lama,,pokoknya sekarang serba lama",0
sayangat bermanfaat sekali.. pulang kerja jadi lebih cepat,1
Keren,1
"sangat disayangkan tidak bisa pay latter pulsa lagi. padahal limit naik gara"" sering paylatter di pulsa",1
Oke,1
Good...,1
Sangat membantu,1
Sangat membantu,1
Amazing terbantu,1
Sopan dan penuh tanggung jawab!,1
Inih kenapa stlh lunasin gopaylater malah gk bisa bertransaksi lagi pake paylater... Kyk shopee dongg stlh lunas sat set langsunv bs di pake lagi. Klo macet gini mending aku uninstall aja,1
Mantap,1
Mantap kali gan,1
"Fitur gosend nya tolong di permudah deh, menu ambil dah antar, ke balik Mulu dah dua kali. kalao pke Maxim paket & grabsend ga pernah aku salah2, kurang informatif di gosend ni",1
Gopay sial pembayarin QRIS gagal saldo ke potong blom balik juga saldo gw,0
"Gajelas banget ni lama-lama aplikasi, ngebug mulu kode promonya",0
Idiooot kenapa sekarang gak bisa digunakan metode pembayaran paylaternya,0
Sangat membantuuuu,1
Membantu dalam segala hal.. thx u,1
Mantap👍👍👍,1
Tolonglah agar gopaylater bisa di bayar dikit²,1
"mau top up tapi pas scan QR selalu muncul , QR ini tak di kenal kirim lewat nomor hp nya aja , padahal kemaren bisa sekarang kaga",1
"Makin hari makin jelek aja performa aplikasi. + gopay paylater + gopay pinjam performa belum baik, bunga juga tinggi untuk cicilan.",0
Min saham goto turun well 🗿,1
Tidak pernah dikecewakan,1
Ga ribet kemana mana enak,1
Membantu,1
"spam tanpa henti cuma buat promoin gopay pinjam,tolong bijaksana dalam menggunakan data pengguna sehari spam call dari gopay pinjam bisa sampe 20x padahal gada tuh yang minjam sepeser pun tolong dengan sangat hormat untuk tidak melakukan hal bodoh.",0
"Sangat membantu,dan memuaskan",1
Semakin lama semakin mahal mohon diturunkan harganya,0
mbok kalau nelpon nawarkan gopaylater dan gopaypinjam itu kira2 bos kalau intensitas nelpon sudah sering bin ngawur itu namanya sudah mengganggu dan rawan penipuan,1
Sangat membantu sekali,1
"Ok, membantu dlm perjalanana",1
"Driver gojek sopan, terpercaya dan oke banget. Jadi Owner Gojek yg sekarang Mohon Perhatikan Penghasilan semua para Driver Gojek agar dinaikkan, di tingkatkan penghasilan Para Driver Gojek agar lebih sejahtera selalu. Salam satu aspal.",1
Ok,1
aplikasi ini sangat membantu untuk semua perjalanan dan kebutuhan sehari hari,1
"pembayaran tidak pernah telat!setelah di upgrade malah paylater ga bisa dipake!alesan jaringan gangguan terus!! limit banyak ga bisa dipake , BUAT APA!",0
"Bagian GOSEND nya terlalu lama, kenapa diubah? Yg awal lebih baik... Pesan langsung dapat, ini berapa jam? Dari jam 9.00 sekarang 12.30.... Pdahal dalam kota ...",1
"menyenangkan, familiar, tinggal satu dua saja yang perlu waktu utk bisa familiar dng pengguna.",1
Easy,1
👍😊,1
Nongol gopay cicil gopaylater Gak ada yg acc. minjem aja belum pernah disini. percuma nongol klo gak acc lagian orang jg tw akun mana yg harus dibayar tepat waktu ama tidak. payah gojek,0
Membantu disegala hal,1
Sip buat transaksi,1
"Good drver, thank a lot.",1
"Kepada Yth, PT GOJEK INDONESIA Saya mohon tingkatkan kualitas orderan agar saya bisa dapat menyambung hidup sama ibu saya & membayar motor / membayar sewa kontrakan. Makasih",1
"Okey,bermanfaat..",1
Asik dan nyaman,1
Gila2 pakek payleter telat 1hari dendanya 50k karya anak Bangsa gaya lintah darat,0
"Sangat membantu..tapi sayang kemaren2 terakhir transaksi mahal bgt.. Biasanya cuma 30k ini nyampe 90k padahal titik jemput dan tujuan sama.. Dongkol bgt,,terpaksa mahal juga soalnya bawa ortu pulang dari RS.. Serasa di rampok buat kita kaum sederhana,,soalnya 3x lipat ongkosnya🙄",1
"Beberapa hari ini ngga bisa buka aplikasinya, cuma layar putih trus close. Padahal jaringan internetnya bagus",0
mantap apknya suka eror saya suka,1
Makin lama gojek bermasalah terus,1
paylater udah gak bisa beli pulsa ??? isi bensin shell gak bisa juga pake paylater dulu² masih bisa padahal bayar terus paylater gw gak pernah nunggak hadehh jek jek 😡,0
Saya sudah bayar tepat waktu tapi kenapa tidak bisa menggunakan kembali gopaylater mending versi yang dulu dibandingkan sekarang,0
Dulu keseringan update jadi tambah lemot. Sekarang pesanngocar hemat dapat drivee jauh. Lama nungggunya.kasihan juga driveenya. Giliran pakai tanpa promo dapat driver dekat. Maksudnya apa pakai sistem ginian. Jaga service ?,0
Aplikasi lemot! Driver lama responnya! Niat gak ini?? Karya anak bangsa kaya bgini??,0
Kok susah di download sihhhh😢,0
Keren,1
Alhamdulillah bagus semoga bisa mempertahankan kualitasnya,1
Tiba2 gopay otomatis ke tabungan jago tanpa persetujuan,0
"Gojek knapa sih,, mo order g bisa ngirim barang g bisa dh nyoba di instal ulang, log out malah mo log in g bisa",0
"Maaf cm bs kasih bintang 4. Karena entah kenapa tiba2 gopaylater saya ga bs. Padahal biasa gunain buat pesan2 makanan, ampe ganti no pun ga bs juga. Padahal lilith kemaren sempet naik, eh malah jadi ditutup permanen. Mau aktifin lagi ga bs katanya 🤦‍♀️",1
Top deh,1
Kecewa bgt sm gogek.. Paylater gk bisa digunakan.. Pdhl brtahun2 make.. Gk prnh telat atau mslah pembayaran.. Slrg tb2 gk bisa dipakai.. Gilaaaa,0
Biasa saja,0
Sangan membantu,1
"lumayan lah tapi untuk voucher gofood kurang banyak, banyakin lagi dong min tapi tetep jaga kualitas ya👍",1
